thread_id,customer_query,brand_response_actual,intent,escalate,escalation_reason,notes
446d64790b0d,"Sadly, my #applewatch did not sync my 2 workouts with my phone today, so no turkey 🦃 achievement for me. Anyone know what I did wrong?",We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. [URL],technical_issue,no,,
ee9bf791c9e5,f u c k y o u [URL],We want to look into which accessory you're using when getting this message. DM us and we'll pick up from there. [URL],feedback_complaint,yes,Customer expresses strong frustration and anger through abusive language.,
8b5c4ac146a7,I️ (what is that every time i* press the letter i* by itself it pops up as I️) also I’m not the only one plz help thx 🧞♂️,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
1e1324e85848,"Hey fix this “I️” issue, would ya? [URL]",Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
35f1aa8c122c,excuse u why can i only access pictures on my computer now because I KNOW it wasn’t always like this [URL],We'd like to gather some more info to determine the best path forward. Send us a DM with the details and we'll meet up with you there. [URL],technical_issue,no,,
745f8f5564d5,needs to fix this emoji glitch!,Thanks for reaching out to us. We are always happy to help. Can you tell us what's going on with your emojis?,technical_issue,no,,
2bdd2612ac15,my phone is tweaking. Help,"Let's get your iPhone working more like you'd expect. Click the link below to meet us in DM with some more information on what's occurring, and we'll team up to find some solutions. [URL]",technical_issue,no,,
b9145417d5cb,My 6 plus iPhone is spontaneously playing music. The screen is freezing up constantly within various apps. I have completed the 11.1.1 update and this has not resolved the issue,We're here to help. Does this happen when the device is lying on a flat surface? How long have you been having this issue?,technical_issue,no,,
ab516914b6a2,ciao cari.. ehm.. Mail crasha e io sto iperventilando. che fare? CHE HO FATTO DI MALE?!1!2?!,We offer support via Twitter in English. Contact us for help in your preferred language here: [URL],technical_issue,no,,
3e5b3c00db5c,fix the battery drain issue ASAP or i ll never buy an iphone again,We're here to help. Send us a DM and let us know what version of iOS you're running. We'll go from there. [URL],technical_issue,yes,"The customer expresses strong frustration and explicitly threatens to stop purchasing products ('never buy an iphone again'), which meets the escalation criteria for strong anger or threats to leave.",
6f3a66ecda82,"nice to have a new visual update to the Apple Support app. Just a shame I still can’t actually get connected to Apple Support (it’s NEVER worked for me, since launch). [URL]",The Apple Support app can be very helpful. We'll be glad to help you gain access to it. Let's start working on this in DM. [URL],technical_issue,yes,"The customer reports a persistent technical malfunction (connectivity failure) that has never worked since launch, indicating a complex issue requiring human intervention.",
89c178c5427d,what is up wth your new IOS update? It is KILLING my battery 😫,Having reliable battery life is important! Let us help with yours. DM us your exact iOS version. We’ll continue from there. [URL],technical_issue,no,,
f9ebde05259f,"hey i ordered an itunes card at 7pm (its 11.41pm) and it haven’t been emailed me the card :(, the last time i bought one online it lasted less time :((",Thanks for reaching out! We'd love to help with this and recommend contacting our iTunes Store team: [URL],service_status,yes,The query requires access to internal systems to verify the status of a specific order and investigate why the digital product has not been delivered.,
e19b1d146562,Google Drive authorization screen in Files app looks like this (Italian) #ios11 [URL],Thanks for bringing this to our attention. Have you had a chance to restart your iPad since noticing it? Please DM us to proceed. [URL],technical_issue,no,,
23d1661dfe4b,"I didn’t think my battery life could get worse after the last few updates, but 11.1 continues the trend. #FixIt #ios11 [URL]",We'd be glad to check into your battery usage with you. Send us a DM letting us know which iPhone you're using: [URL],technical_issue,no,,
107333996f8b,when will #AppleWatchSeries3 cellular be available in AUT? thx for some information,We appreciate your interest and encourage you to stay up to date on Apple news here: [URL],service_status,no,,
5d4640de2c78,when I️ type the letter I️ I️ it takes multiples tries just to select I️. What’s up with A? See photo [URL],Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
c3feff36f100,is there any cure for a MBP that doesn't want to go to sleep?,We'd be happy to help. Do you have these settings applied to your MacBook? [URL],technical_issue,no,,
f0798a7498b8,What in the fuck is this I️ glitch is that like your new thing #iGlitch,We can work toward a solution together. DM us and we'll get started. [URL],technical_issue,yes,Customer expresses strong frustration and anger (use of profanity).,
2f06c7dcca67,"what have Apple done to iOS? NOTHING WORKS!!! Apple are losing their grip; quantity not quality, not premium anymore!",We'd like to help however we can. Send us a DM with some details about what's going on and we'll go from there. [URL],feedback_complaint,yes,"Customer expresses strong frustration and anger (all caps, exclamation marks, negative sentiment about brand quality).",
04a0df2b7845,this glitch when we type “I” and turns into this “I️” — can y’all fix that?,Let's take a closer look into this issue. DM us the iOS version installed and we'll get started. [URL],technical_issue,no,,
d86a4febe2e0,"reset my Apple Watch and it updated but won't pair to my phone, it's stuck on the software up to date and no way to continue",We want to help. It looks like you may have done a restart. DM us if that helped and we'll continue support there. [URL],technical_issue,no,,
8b656e8c16be,Your update has fucked up my phone! Thanks!,We're here to help. DM us any issues you are having. [URL],feedback_complaint,yes,Customer expresses strong frustration and anger (use of profanity).,
c3d3a1f9bee8,wtf is happening to my i’s,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
524a1c3437fc,please my iphone can't activate i tried more than 100 times what could wrong it started after resorting to put a new account,"We've received your DM, and we'll be happy to follow up with you there.",technical_issue,yes,"The customer reports a persistent device malfunction (activation failure) that has occurred after more than 100 attempts, indicating a complex issue that likely requires manual intervention and access to internal systems to resolve.",
d7723d23e4a4,Why does autolock stop working on the new IOS? So annoying!,We're here for you! Send us a DM with your current iOS version and we'll get started there. [URL],technical_issue,no,,
f85d5dc3c865,"Battery Hell. Thanks for the update, . 🎻",We know battery life is important and we'd like to help. Let us know in DM which device you're using and a bit more about what's going on with your battery. [URL],feedback_complaint,no,,
6dde8c59f4f6,after I hit the checkout button I got this Cit One message about not knowing if I'm approved. Is my phone preordered or not?,Our Sales Support team can best assist and can be contacted from here: [URL],service_status,yes,"The customer is asking to verify the status of a specific order (preorder) and payment approval, which requires access to internal systems to look up the transaction and order details.",
037bc30e7a8e,after last update my phone is constantly freezing please help i am using iphone 7 plus,"We'll be happy to help out. To clarify, these issues started with 11.1? Also, what do you do to restore functionality?",technical_issue,no,,
3abefa980963,Thanks for the new update Now everyone is scrambling how to compose a sentence without the letter “eye”. I️,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],feedback_complaint,no,,
b59366091aa4,. um hi my camera on my iPhone X has this purple line and it won’t go away [URL],Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. [URL],technical_issue,no,,
8bb597671981,My iphone SE is now on IOS 11.02 and often slows down/freezes. Switches to/from data/wifi and loses wifi password #ios11update,We'd like to take a closer look at the issue. Please DM us any troubleshooting steps you've already tried. [URL],technical_issue,no,,
b6c64d0d2920,iOS 11.x.x releases make me feel back to androids again. Bugs after bugs :/,"We'd be happy to look into any issues you're experiencing. Send us a DM, and we'll get started there. [URL]",feedback_complaint,no,,
43c88091089e,Soooo are y’all going to fix this problem with the letter (I)?,Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help. [URL],technical_issue,no,,
5222b1ce37f9,"latest update absolutely kills the battery, doesn’t even last half a day, using it no different to normal was lasting 24hrs",We want help with your battery. Look here for a few tips: [URL] Please DM us if you're still having trouble. [URL],technical_issue,no,,
dceba02ed6af,Just connected to a Bluetooth speaker and my phone thinks I’m driving. Why? What types of devices are looking for when they invoke Safe Driving.,"Hi there. We'd like to help with this. Let's take a look at your Settings &gt; Do Not Disturb &gt; Activate. Is it set to ""when connected to car Bluetooth?"" Let us know.",how_to,no,,
b82a80b78d0b,I️ need people to talk to about the last Star episode to. Cause chile I️ have so much to say. [URL],Let's look into this together. Meet us in DM with your iOS version. Look for it here: Settings &gt; General &gt; About. [URL],other,no,,
c348616cd8a8,tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,technical_issue,no,,
c6a958e91b36,Tried to tweet something but them damn boxes nshit pissed me off !! still ain’t fixed this shit ???,Hi there! That issue was addressed in iOS 11.1.1. More info here: [URL],technical_issue,yes,"Customer expresses strong frustration and anger, and the issue appears to be unresolved despite previous attempts.",
b9a35ca2aa65,why does wifi turn on all day??? It gets me crazy...,"Depending on how you're disabling Wi-Fi, it could be expected behavior. Check out [URL] for details.",how_to,no,,
5eca8735bdf7,This bug has been a pain in the butt for the past 2 years for the Chinese version of iPhones. Please have some look into it. [URL],Thanks for reaching out to us! Does this only happen with this specific app? Send us a DM and we'll go from there. [URL],technical_issue,yes,"The customer expresses strong frustration ('pain in the butt') and indicates a long-standing issue (2 years), which meets the escalation criteria for strong frustration and potentially complex/repeat contact.",
efc289d44c6f,voice to text has seemed to get worse. Frustrating #apple #Voicetotext,"Let us assist you. To start, can you tell us which device you’re using?",technical_issue,no,,
510b708bd385,Having issues with notifications in 11.0.2 Ughhh,"We can troubleshoot notifications, and get them working again. Send us a DM, and we'll catch up with you there. [URL]",technical_issue,no,,
e79c6277116a,My iPhone is slower than dial up since the new iOS update.,We want to help. Reach out to us in DM and we’ll work together to find out what’s happening. [URL],technical_issue,no,,
211d13bc47df,“I️” is an emoji now in my phone naw that didn’t fix anything,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
2d02a4c4a3b3,Has anyone else had their contacts revert back to numbers or ‘Maybe’ contacts? Why why? Currently running iOS 11.1.1,"We can help sort this out with you and get those contacts showing again. Just so we're on the same page, are you using iCloud to store contacts? [URL]",technical_issue,no,,
9f9e8f5048c6,"WHY DOES AUTOCORRECT ALWAYS CHANGE ""it"" to ""I.T"" !?!?!?","We want to help you with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1.",technical_issue,yes,"The customer expresses strong frustration and anger, indicated by the use of all-caps, multiple exclamation marks, and question marks.",
05bce6b1369b,PLEASE FIX THIS I️ BUG 🤦🏽♂️😬🤨#ATLvsCAR,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
77c99185233d,"Hi, hope you can assist.I recently lost my phone however I still have my apple watch. Do you know of an app that can help with regards to getting workouts synched for vitality etc. Thanks","We're sorry to hear about the loss of your iPhone. To sync your data, the Apple Watch would need a synced iPhone. DM us if you have further questions on this. [URL]",how_to,no,,
a09f4aa575ee,Still waiting for an iOS update that’ll fix all this nonsense,Please let us know what's going on with your iOS device. We'd love to offer our assistance.,feedback_complaint,no,,
aaf8b371d7fc,what are the restrictions on the iPhone 8 and water exposure?,We're glad to help answer your question. You can find the answer to your question here: [URL],how_to,no,,
5d79cec5b058,I’ve downloaded the iOS 11 the day it came out and my battery has been draining faster than usually. I have all the tips and tricks to save battery but it doesn’t work. I’m on iOS 11.1.1 now and it’s still doing it.,We know how vital battery life is. We'll do all that we can to help. Let's meet in DM here: [URL],technical_issue,no,,
5f3a557af291,"Meu, to tendo problema com o wifi, n sei se o problema é o iOS 11 ou o iphone 8 help me","Since our Twitter support is available in English, get help at [URL] or join [URL]",technical_issue,no,,
8a7f6fcb70d4,Twitter continuously crashes when I type in Bangla using your or any 3rd party app. What's going on?,We’d like to learn more about what you’re experiencing. Please DM us which device and iOS version you’re using to begin. (Settings &gt; General &gt; About) [URL],technical_issue,no,,
5d485fef8b24,fix yourself! I am not buying a new phone,We'd love to assist with whatever issue you're facing. Can we get some details?,feedback_complaint,yes,"The customer expresses strong frustration and anger, which meets the escalation criteria for emotional distress.",
4bddcc662b12,Would the apple store help me get the Sims on my MacBook cause i for the life of me cannot get it to work...,"We’re available to help. Are you receiving an error when downloading the Sims app? Also, did you purchase it from the Mac App Store?",technical_issue,no,,
9698398a12a2,"Thanks for essentially rendering my DJ setup useless with the latest OS X updates. My USB audio device no longer works properly. I can't even revert back to an older version of OS X either. I have a gig next week, you know. Sincerely, fuck you.",We'd like to help you the best way that we can. Let's look into this with more detail. Send us a DM with your macOS version. [URL],technical_issue,yes,Customer expresses strong frustration and anger (explicit profanity) and mentions a time-sensitive professional impact (gig next week).,
7d7981ecdba1,"why is it I preordered the iPhone x @ 0801 British summer time on the 27/10,have to wait another 1/2 weeks.Other had it before",We want to provide you with the best information. Please reach us in DM where we’ll continue from there. [URL],service_status,yes,"The customer is inquiring about the status of a specific pre-order and expressing frustration regarding delivery timing compared to others. This requires access to internal order systems to verify the specific order details and provide an accurate status update, which cannot be resolved by a generic automated response.",
ff747c9218a6,Hey ! Thank you for making my phone act up even more with this update. I appreciate it so much. much love,That's not the experience we want you to have. We'd be happy to see how we can help. Which iPhone and iOS version are you using?,technical_issue,no,,
e83fa3b8d7c8,seems your PowerBeats3 aren’t much good. My pair has given up after a handful of uses! Seems it’s a common fault as well.,We'd love to help you with your Powerbeats3! What seems to be the trouble? Do they power on?,technical_issue,no,,
59adb99d087f,Anyone know if i can bring this back to the Apple store and they give me new ones? [URL],Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. [URL],billing_purchase,no,,
e0e790d220fb,I’m tired of auto brightness fix this shit in the next update,You can turn off Auto-Brightness by going to Settings &gt; General &gt; Accessibility &gt; Display Accommodations. We hope this helps!,feedback_complaint,yes,Customer expresses strong frustration and uses profanity.,
0e8d58d4bc6d,I’m wondering if #280characters is twitter’s way of making sure we no longer have Trump tweeting out a terrifying half-sentence and not completing it for another ten minutes as the world waits to see if there’s going to be a nuclear war or not. Okay I️ used all the characters.,We're here to help DM us so that we can look more into this issue with you. Which iOS version do you have? [URL],feedback_complaint,no,,
47a437f5cb2c,"Quase todas as minhas fotos sumiram do meu celular mas tão no icloud, como recupero isso??","Since our Twitter support is available in English, get help at [URL] or join [URL]",how_to,no,,
107103815c99,when are you planning on fixing the battery issue? Goes down 10% once an hour... if I’m not using it. Also completely dies at 40%,We’d like to help. Share with us in DM the exact iOS version your device is running to start. [URL],technical_issue,no,,
f3a50caddc62,I am done with Apple. Perfectly good handset ruined by another update. Thanks Apple.,What kind of issues are you having with your iPhone? We'd love to help.,feedback_complaint,yes,Customer expresses strong frustration and explicitly threatens to leave the brand ('I am done with Apple').,
833e2cefb546,Apple really out here making me think my phone bout to stop working with the constant crashing of apps and my phone just going black at random intervals in the day ... GET YOUR LIFE,We want to help get your iPhone running at 100% again. DM us details on what exactly you are seeing happen and we'll do all we can to assist. [URL],technical_issue,yes,"The customer expresses strong frustration and anger (e.g., 'GET YOUR LIFE') regarding a significant technical malfunction (crashing apps, black screen).",
d2ea6068adee,THIS QUESTION MARK BOX THING IS DRIVING ME NUTS PLEASE STOP THIS MADNESS,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,yes,"Customer expresses strong frustration and anger ('DRIVING ME NUTS', 'MADNESS').",
115fde438826,fix please [URL],"Glad to help. What seems to be the issue there? Also, have you changed the font size on your iPhone at any point?",technical_issue,no,,
b1c59fa6ecaf,Idk what’s taking so long to fix this “I” situation,Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help.,feedback_complaint,no,,
5cd3a94b6ece,please get a new update for ios 11.0.3 my iphone7 will explode from the heat and battery drain.,That's not the type of experience that we'd like for you to have with your phone. Join us in DM here: [URL],technical_issue,yes,"The customer reports a severe safety hazard (device overheating to the point of potential explosion) and significant performance issues (battery drain) on a specific iOS version. This involves a potential safety risk and likely requires a human agent to assess the device's condition, check for known critical bugs, or arrange for a repair/replacement, which cannot be resolved with a standard automated response.",
f395fb916081,why release an ios that freezes your BRAND NEW phone smh,We want you to get the most out of your new iPhone. Which model are you using? DM us and let us know. [URL],technical_issue,no,,
666b03d8227b,Why does my iPhone 7 create a question mark every time I️ use the letter “I️” ughhh,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,no,,
f6178fd04a8e,"Dear i dont need new wallpapers,new  pay,new emoji or new animoji,i urgently need to fix a bug with a lost lockscreen",Let's look into that. Send us a DM and well go from there. [URL],technical_issue,no,,
9aedfd6e670e,"hi, when on 3g or 4g i keep getting messages to connect to wifi before i can use facetime, on a 6s plus? How do i fix this?",Hi there! Is FaceTime enabled under Settings &gt; Cellular?,technical_issue,no,,
c374e9d9c6cd,"Once I back up iPad to Mac desktop, can I delete photos from iPad to regain storage yet be secure knowing photos are saved on desktop?",We can get you some more information on that. Send us a DM and we'll go from there. [URL],how_to,no,,
925d848beb6a,"be nice if I could type on my iPhone without it freezing every 2 seconds. Updates have been 🚮, you ever plan on fixing this, or?...",We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? [URL],technical_issue,no,,
4e58181ed79b,Just got my 8 and can't even log in with my apple i.d because it's asking for a verification code that it sent to my old number. that I don't have. Fucking sick!! Thanks apple!!,"We know you’re anxious to get signed in to your new iPhone 8. We’ll do our best to guide you. Even without access to that old number, you may have some other options. Take a look here: [URL]",account_access,no,,
882aa95c06c5,if i’m pre ordering the iPhone X would i have to pre order it from my carrier company to pay for it w a plan and not all at once?,We're excited about the iPhone X and want to answer your questions. Reach out to our Sales team: [URL],billing_purchase,no,,
2541c877a78a,i can’t download ringtones manually despite online instructions describing how to do it. Please help!,We understand wanting to have your ringtones. Let's see if we can get you in the right place. Have you previously had these ringtones downloaded? What type of device are you using?,technical_issue,no,,
b049b5224d04,My AppleWatch is not mirroring properly Airplane mode. It always fails to turn back on.Is this known bug?,"We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. [URL]",technical_issue,no,,
